appid	name	detailed_description
3230520	gigabot run	it’s time for something new! help gigabot get home in this fast-paced non-stop action game that will challenge your reflexes. use a game pad, keyboard, mouse, or touch screen with the customizable on-screen controls to guide gigabot past enemies and obstacles. gigabot run features a normal mode and a challenge mode. basics once the level starts, gigabot starts to run and never stops. maneuver your way past enemies and obstacles to reach the exit. start with the maximum score and lose points with every wrong action. normal mode embark on an adventure to help gigabot get home. every level completed in normal mode is unlocked for challenge mode. challenge mode replay every level with the ability to increase your score multiplier by increasing your speed. show the world your gamer skills and climb the leaderboards by adjusting your speed to ridiculously high levels! difficulty this game starts easy and gets harder with each world. you can beat every level with a low score but you will need to harness your gamer skills to get the ultimate leaderboard score. levels are mastered by replaying them and learning how to navigate past the enemies and obstacles. for more difficulty, challenge mode offers an intense and fun way to play. features • full controller support • keyboard support • mouse and touch screen support with customizable on-screen controls • fast paced non-stop action • awesome soundtrack • leaderboards • achievements
814630	elf	a rescue mission across enchanted and dangerous lands! necrilous the not very nice has kidnapped elisa and is holding her prisoner in his dark and terrifying castle! the brave elf cornelius must set out on a quest to save his true love from a horrible fate. many villainous creatures, devious puzzles, traps, and tricky platforming challenges stand between cornelius and his beloved, but they will be no match for him and his magic ring! nirvana systems’ arcade-style action adventure will thrill you with its exciting platformer and shooting gameplay. blast away at your enemies with an upgradeable arsenal of magic spells, gather unique items for traversal across the large world, and use a detailed menu system to interact with characters and strange creatures you meet along the way. venture across a vibrant and colorful world of mystical forests, ancient ruins, vast lakes, treacherous swamps, dark caves, and snowy mountains to reach necrilous’ castle. upgrade your attacks, speed, and magic along your journey and become strong enough to overcome necrilous’ minions. gain amazing abilities: cast increasingly powerful spells, toss bombs at your enemies, take to the skies using a flying contraption, and much more! unlock multiple endings which are influenced by your actions on the way to save elisa.
892210	gungrave vr	the acclaimed gungrave series is reborn in vr! many years have passed since the war against the nefarious drug, seed. mika asagi lived a quiet life watching over the undead soldier beyond the grave (grave, for short), who returned to his slumber. those halcyon days ended suddenly, as south city turned into a war zone torn apart by orgmen, humans infected with seed. faced with the threat to the city, its people, and her own peaceful existence, mika makes her decision. '...please lend me your strength once again, beyond the grave.' to restore hope to south city, mika and grave throw themselves into battle. featuring third-person and first-person perspectives for an intense take on vr action gameplay, experience combat as if you are really there! strategically use new skills such as the slow-motion 'reaper time' to turn the tide of battle against hordes of enemies. key features multiple perspectives to master fight through intense levels, with some taking place in free-moving third person and some in first person (both stationary and mobile). each perspective offers new challenges for action gamers. a legendary pedigree gungrave vr showcases the return of character designer yasuhiro nightow (trigun) and the original gungrave designers at red entertainment as advisers. grave and mika’s designs have been upgraded after 14 long years. kick their ass! play how you want with three difficulty levels: normal, hard, and kick-ass. are you hardcore enough to take down the orgmen in kick-ass mode?
1287130	island of penance	dr. brian, the genius scientist behind the rediscovery of crest magic, dies in an accident under mysterious circumstances. years later, illumina, the man's only daughter, pursues the career of prison guard in order to gain access to prison island and investigate her father's death. only those with magic affinity get to become guards though, and only men so far have displayed this quirk... but by some miracle and to everyone's surprise, illumina is compatible, allowing her to become the first female prison guard in the whole nation! and yet, as the only woman on an island full of men, things will only get more difficult for illumina from here on out. the wardens rule with abandon and impunity, and their word is law... will she be able to solve the mystery behind her father's death? and what will it cost her? while illumina has studied for years to become a prison guard, things don't work quite as the books said once she gets there. she'll have to navigate a hierarchy corrupted to the core and perform favors for guards and wardens in order to find the information she needs and uncover clues about her father's death. many of these favors involve combat, of course, but illumina's brand-new magic crest comes in handy for that. not only can she wield a powerful non-elemental spell that allows her to damage all kinds of enemies, but she's also an omni-spec, meaning she can wield each and every element... provided she can afford to get more powerful magic crests, that is! talk and fight your way through the various blocks of prison island while trying to keep your moral compass pointed north. a ruthless tale the story doesn't pull any punches, and neither do the guards and wardens of prison island. corruption runs so deep it's inextricable from routine, and anyone with an ounce of power will use it to twist their neighbor's arm and get an advantage. as the latest and most naive hire, illumina will have to sink low before she can rise high once more. rampant prison violence prison island is a secluded archipelago penitentiary and home to many heinous criminals, but sometimes the inmates can be indistinguishable from those meant to keep an eye on them. all guards on prison islands wield powerful magic and don't hesitate to put it to use to torture and murder prisoners with utter impunity. the legacy of illumina's father is being sullied every day. classic elemental combat fight your way through the various islands as you complete missions for the wardens, trying to garner their favor and stay afloat in this dog-eat-dog world. rack up funds to afford new magic crests that will improve your arsenal and give you a chance against increasingly powerful foes. master the elements and take advantage of weaknesses to come out on top and solve the mystery of prison island.
673540	mogo invasion	long long ago, in the northwest corner of the empire, terrible orca and evil mage invaded a small town and only thing that you, as the lord, have to do, is defense! defense!! defense!!! from the team of militia and hunter, to fairchild, celestial soldiers or even the thor, you can use different pairs to resist monsters’ invasion. besides, diversified gameplay such as protecting warriors, face-off war and developing arms will bring you unique gaming experience. there are more than 20 types of enemies like toxic spider, hell cheetah and angry ox king, making the game more challenging. due to 30 kinds of 'hero' with respective function and coins as capital of your army’s research and development, you will embrace stronger equipment. if you think you're strong enough, please try to infinite levels to challenge the impossible battle of wits!!
1948470	ghost girl lasling	other good games other good games about the game how to change language: this is a pure love adventure game players unfold the story from moffts' point of view. in the dark night at the office, mofft is gradually overwhelmed by the reality of his grave mistake. the loss of life, everything, as if the world had abandoned this woman──lasling stands quietly at the end of the corridor. though the two sides are constantly entangled by the past, they turn out to be each other's redemption. 'if that accident hadn't happened, would i still have met you?' 'even if everything about me is falling apart, would you still stay by my side?' 'in the mountain at the back of the company, she still waits for me under the cypress tree.' 'even now, faults and mistakes are still blaming me.' 'will you be able to find happiness just by going to the far south?' now, let's indulge in this bitter and unforgettable love together asmr voices 60+ basic cgs check out heroines in different outfits deep and touching pure love story 20+ original soundtracks more than 80 kinds of sound effects live2d animations lots of cg special effects
488910	astral heroes	astral heroes is a collectible card game that's simple to learn, exciting to play, and deep enough to challenge even the greatest strategists. it's the spiritual sequel to our older game, astral masters, which still enjoys a loyal following over ten years after its release! astral heroes uses a truly fair free-­to-­play model that never hides the best content behind “pay walls”. there's nothing in the game that you can't have for free, and you won't need to grind for months to build a competitive deck. why choose astral heroes? fast-paced and simple core gameplay 3 different game modes custom decks: construct and play a deck of your own personal design random decks: improvise a strategy on the fly with a deck of random cards draft tournament: draft the cards you need before your opponents snatch them! a deep library of well­balanced creatures and spells no “junk” – every card in the game can be powerful in the right hands a global online league – match wits with players from all around the world guilds – team up with other players to earn extra bonuses and access special cards sophisticated and merciless ai opponents that will test your mettle a rich single­player campaign, available for free to every player in the new version (1.1) you can find 8 new cards and you can play with 3-color decks.
1986470	last meow standing	you play as the world renowned catventurer fighting off the ferocious hordes of the mouse mutants. to survive you need to master your arsenal of deadly weapons... and the banana gun. test your skill and shoot for the highscore on the leaderboards. gameplay you start with your full arsenal at your hands, ready to fight the mutants. don't worry about ammunition. when you empty your magazine you get a random new weapon. when you get hit you lose a random piece of equipment. use your dash move to get out of precarious situations. and that's about it. pretty straight forward, isn't it? so what are you waiting for? hop in and see if you can beat the highscores of your friends!
2293760	adventure trip: amazing world 2 collector's edition	let’s continue to be amazed by the natural and man made wonders of the world… from the glaciers of alaska to the vast and magnificent sahara desert, from the classic sydney opera house to the artistically granite carvings of mount rushmore. we've combined all wonders together in 34 locations, providing you with an experience of awe and fascination. let the facts from each location enlighten and guide you through the journey. as the game unfolds, you are presented with 7 mini puzzles with lots of levels which will add to the fun and give you a little break from fact-finding. • 60 amazing facts to find • explore 34 locations of the world • collect 15 unique items for your treasure • 5 modes – word, silhouette, scrambled word, missing vowels, finding pairs
1771180	no fair play	an anti-game : no fair play is a game that allows you to beat your opponents by any means necessary. is a member of the opposing team a good dribbler? aim for their legs! punch, tackle, grab... it's up to you to choose how you gain the upper hand over your opponent. multiplayer and bots : start a game with bots, finish with real players. you can allow other players to join your game and take the place of a bot. if someone leaves the game or disconnects, a bot will immediately takes his place. based on physics : ragdolls, ball control, player interactions... physics gives players more opportunities to have fun with unexpected situations. intuitive gameplay : simple controls and rules, the ball goes where you aim, the shooting angle is automatically calculated. but simple gameplay doesn't mean limited gameplay. there are several advanced mechanics that require skill. parkour gameplay : parkour maps and a parkour game mode for those who want something more challenging. customisable character : choose your cut, your clothes, your colors and join the field. first person view : you can play in first person view with a vr headset or not. note : a gamepad with 2 sticks is required.
1324040	bluevolution	an incredible asteroid assault is about to begin! take command of the planet's defenses and prevent extinction in this planetary tower defense game. planetary defense bluevolution is a 2d tower defense game set in space. destroy the incoming asteroid wave by deploying any combination of planetary artillery, kinetic weapons, missiles, lasers, and plasma beams. deploy space ships that can intercept asteroids anywhere, create orbiting platforms that can launch weapons in lower gravity, or send out mass-produced drones that can extract minerals from asteroid debris. even the moon can be weaponized! features campaign progression - unlock permanent rewards for successfully defending planets. free customization - combine any possible weapon loadout on any available platform. eight unique planets - each planet differs in size and layout, with different strengths and weaknesses. endless mode - attempt to survive as long as possible against an endless number of asteroids. try new strategies or compete for a higher score!
2847420	king towers	engage in epic tower defense battles in king towers! assume the role of the king's general, tasked with thwarting the nefarious witch stornza's plot to destroy the islands. utilize a variety of towers, traps, and spells to strategically halt the relentless onslaught of nasty foes. can you safeguard the kingdom from impending doom, and give witch strozna the colloquial “boot”? key features: defend the kingdom: assume the role of the king's general and lead the defense against the horrible witch and her relentless onslaught of offensive waves! strategic tower defense: build and upgrade towers strategically to fend off waves of enemies. choose from a variety of military and magical towers to suit your playstyle, from rapid fire stone towers, to powerful elemental ones including a snow tower to slow down and a lava tower to blast enemies. diverse enemies: battle against a multitude of foes, from rampaging peasants and formidable knights to dark mages and ticked-off cows! each enemy has weaknesses and strengths, so plan your defense accordingly. trap placement: lay down traps along enemy paths to hinder their progress and inflict damage upon them, from spikes to flames, take advantage of these powerful allies. powerful spells: unleash devastating spells like ice storms and lightning strikes to turn the tide of battle in your favor, but watch out, just like your gold and hp, mana can be stolen from you if you let the enemies in! skill development: level up and choose from a range of skills to enhance your strategic prowess and combat effectiveness. medal rewards: earn prestigious medals based on your performance in each mission, from iron to epic gold. immersive gameplay: control the speed of the game to suit your preferences and stay vigilant against the varied bases of enemy departure. prepare yourself, general, for a battle of wits and magic against the forces of darkness. the fate of the kingdom rests in your hands. will you rise to the challenge and emerge victorious, or will the islands fall into darkness? only you can decide in king towers! developer note: this game is a 2010 artefact developed by a small indie team using the full potential and limitations of flash technology. we apologize for any technical problems or inconveniences you may encounter in your playthrough, including issues with the game’s texts. we hope that with these limitations in mind, you may still enjoy the experience!
2845560	coffee for cthulhu	coffee for cthulhu is a lovecraftian comfy coffee shop simulator. during the day, you serve customers, brew coffee, and keep the various coffee machines from exploding. serve coffee, get money, buy upgrades, get more recipes, and the loop continues! this game features a cookbook of creatable coffees, many customers to serve, and lots of money and upgrades to get! - 1 playable character - engaging cutscenes and story - various npc customers - 42 different options for customers to order - 19 ingredients to brew coffee with. - 14 types of coffee to brew - 3 drink sizes chosen by a 'skill check' - buy more tables to seat more customers - upgrade the appearance of the coffee shop to attract customers more frequently - purchase more recipes - upgrade your brewing skills - satisfying lo-fi music and sfx
915610	world's greatest cities mosaics	explore the world’s most stunning cities while solving challenging logic-based nonogram puzzles. test your puzzle solving skills with over 100 levels and three distinct mosaic puzzle types while discovering interesting facts along the way! play world’s greatest cities mosaics today! solve brain-teasing nonogram puzzles choose from 3 different game modes piece together over 100 mosaic levels learn about the greatest cities in the world
502430	roadworks - the simulation	this simulation transports you to the varied work in road construction. re-enact typical assignments and scenarios on country roads and motorways. get to work with the asphalt mill, steamroller, marking machine and many more special vehicles. build a new section of motorway, widen lanes and renew the road surface. use tools like the jack hammer and secure the site with barriers. includes detailed vehicles and a range of camera angles. features diverse assignments like building a section of motorway, renewing the road surface and widening lanes lovingly detailed vehicles and different camera angles challenging assignments ranging from standard road repairs to building an airport road choose from lots of special vehicles: marking machine, steamroller, excavator
1651540	memories with my kitten	you made beautiful trips in the games 'catch the stars' and 'catch the stars japan' with your cute kitten, now you can put together the jigsaw puzzles and remember the best moments. solve the puzzles just by changing the pieces in place and reminisce about a beautiful picture. features: it is not necessary to play the other games. if you prefer, just enjoy this one. 10 beautiful pictures for you to solve with different difficulties. quiet and relaxing soundtrack. you can play by just clicking on the pieces with the left mouse button.
361830	in space	in space is a retro-inspired sidescrolling shooter that values precision and strategy over reflex or memorization. it's a round based, procedurally generated hybrid, combining its core shooter elements with score multipliers and colour puzzle mechanics. as you progress you unlock new ships with drastically different abilities, including the capacity to snipe, manipulate time, control enemy positions, become invincible or simply fling a beam of destruction across the screen. advance through the games different modes that each put a very different spin on the core gameplay, and as you improve graduate to new and terrifying levels of difficulty.
2531930	alien land	this is a special simulation tower defense game, where you need to command each citizen to build a base. to produce food, one also needs to resist monsters from the night.if you want to pass the level, it has a certain difficulty and requires you to have a certain strategy and observation rules.
615340	mystic journey: tri peaks solitaire	start an exciting adventure with tri peaks solitaire game (also known as tritowers, triple peaks, three peaks or pyramid solitaire). mystic journey: tri peaks solitaire is a captivating card solitaire game that combines in itself strategy, attention span and brain responsivity. the aim of the game is to gather all cards from the table by taking a card with a value that is one higher or one lower than the top card in your deck. there's always a walkthrough, you just need to find it! no time limits – relax and take your time. but, if you'd like to try and complete a lever gaining all three stars, play fast and make big combos! if you like to play card games, tripeaks or a classic solitaire – this game is definitely made for you. in case you never played a game like this before, give it a try! it will take you a few minutes to understand how this game works. plenty of exciting levels; a variety of bonuses and boosters; unusual cards making the game even more interesting; outstanding graphics and wonderful music are waiting for you. this game is filled not only with aces, cowboys and jokers! you will set out in a captivating journey of a pilot girl, mary, who ended up unconscious on a mystic island after the airplane crash. mary is about to visit the dark corners of her mind in order to return to the living. download the game right now and get: ♠ simple but exciting game play ♠ plenty of levels ♠ a great variety of bonuses and boosters ♠ additional unusual cards ♠ free regular updates with new levels
1046110	shadow runner	shadow runner is a speedrun-oriented platformer, where you must master three gameplay elements simultaneously to finish the level in the shortest possible time. use the classical dash and double jump to move between the platforms, and make the most of your grapple when possible. beware, as your character cannot stay in the light or in shadows without you manually switching which side you want. control the position of the sun to create the most efficient path to complete the level. understand these three gameplay mechanics and transform them into reflexes to finish in the shortest amount of time.
2779710	dot hop	dot hop is a grid-based puzzle game. find a path from start to end without leaving any dots behind. you can't move backwards, but you can hop over dots you've already dotted. some of these can get pretty tricky, but the knots are pretty satisfying to unravel. dot hop has 72 puzzles and over 1000 dots to be hopped. i'm planning to add more puzzles and themes over time, pretty much indefinitely - i love exploring this puzzle pattern and trying to come up with harder shapes. the puzzles are created by hand for now, but a generator is in the works. dot hop's origin story is covered in this short youtube devlog: you can also find the source on github:
2435020	onka	this game is a 3d horror escape game in which the player controls a first-person perspective and aims to escape by exploring a mansion. while running away from 'things' that wander around looking for the player, the player collects items such as 'diaries/notebooks' and 'keys' scattered throughout the mansion to solve the mystery. what is the truth behind the tragedy that once occurred in this mansion? and the next grudge may befall you. 'on-ka' a calamity brought about by a thing with a strong grudge. it continues to curse until it wipes out the lives of those touched by its enmity. there is no escape from the curse. one day in 2012, a wealthy family is brutally murdered by someone. the police launched an investigation, but it was extremely difficult and they could not find any clues to solve the case. under such circumstances, the investigation headquarters received reports that those who had investigated the case were dropping out of the case one after another. the investigation headquarters becomes suspicious, and searches for a replacement to fill the shortage of investigators. then, a detective agency on the verge of bankruptcy, run by the main character, catches his attention. he complains about the suspiciousness of the case, but decides to take the case in order to recover his business. however, what he thinks is wrong, he goes to the mansion where the case took place, unnoticed, in the night. what he sees when he enters the mansion is the 'disaster' caused by the thoughts of those who suffered a tragedy... genre : horror escape game duration : 60 to 150 minutes controls ： keyboard and mouse (controller not supported) number of endings : 1 difficulty ：easy
2236080	1941 - operation barbarossa	this game is a pc conversion of the board war game 1941, which is a hex-strategy turn-based game for two players set in the world war ii campaign of the axis invasion of the soviet union and the soviet counter-attack. the game supports only humans as players. it can be played locally (hot-seat) or as a play-by-email type setting utilizing save files which can be transferred between remote players. the game's files include a word document called 1941rule.pdf, which contains an exact scan of the rules booklet of the original board game, and this document should be used for all details on rules and features of the actual game. the actual gameplay assumes a certain familiarity with the original game, or at least the rules in the rules document, so this is recommended reading.
2748170	corrupted spirits	story: a young hunter named cara is chosen by the goddess of light to bring the spirits of the land back to normal, getting rid of any corruption they might have in their souls. along the way she will meet a few friends and allies that might try to help her on her journey. lore: spoiler: not going to give all of the lore away here, you are going to have to seek it out in game. everything was at peace and thriving for quiet some time in the world, that was until the elemental spirits started to get complacent with their jobs, slowly letting corruption seep into them as the goddess of light fell into a deep sleep. this corruption allowed the spirit of darkness to gain more and more power over time. this also caused all of the basic elementals to go crazy or out of whack, meaning that fire may not work or burn your house down, same for anything else. this caused people to fight with each other and try to offer things to the spirits to get them to go back to their guardian jobs, which news flash didn't work. this went on for many years until our hero is chosen. characters: cara: a young hunter whom lives in the forest of light, making due by herself. that is until one day she sees a bright light. she chooses to seek it out, finding out that it is coming from the old shrine of light, she gets chosen by the goddess of light to rid the other spirits of their corruption. goddess of light: this is the goddess of light that has been asleep for many, many years. after awaking from her slumber to find the world in chaos, and feeling the corruption that had taken over most of the other spirits, she shined her light for our hero to see so that our hero could find her. features: turn based combat female protagonist discoverable lore optionable party member side-quests save points as in crystals that are found in the game there is no saving in the menu recruitable party members (4), with a max party size of 4 level 30 cap
855640	my brother rabbit	accolade reviews special edition upgrade about the game a loving family discovers that their daughter has fallen ill. while her parents set out to get her the treatment she needs, her determined older brother turns to the power of imagination to help them cope. while the outside world offers a harsh reality, these innocent children create a surreal fantasy world that gives them the play and comfort they need. embark on a grand journey to five different lands filled with incredible robo-moose, floating baobabs, giant mushrooms, and clocks melting to the rhythm of passing time. in this magnificent land of make-believe, a cute little rabbit wants to nurse his ill friend the flower back to health in any way he can. he must use his wits to decipher puzzles inspired by classic point-and-clicks, uncover hidden objects, and play minigames to continue his adventure. is it just child’s play or does it all have a deeper meaning that reflects reality? take part in this inspiring story of siblings who support each other in difficult times through the power of imagination. accompany them on the quest to help the flower regain its health. travel through the wondrous lands of a colorful universe where you must question everything you know about reality. help the rabbit solve puzzles, find hidden objects, and assemble strange machinery in a world where conventional logic doesn’t apply. every step in the journey is accentuated by the atmospheric music created by the composer behind the scores for layers of fear, kholat, husk, and &gt;observer_. listen to the song “dreams” by emi evans, the artists behind nier: automata and dark souls. the song is now available for free on bandcamp, soundcloud and youtube. remember your childhood and see the world through young eyes again. believe in the power of imagination: it always finds a way, even in the darkest of times. your empathy and ingenuity can save the day. how will this journey end?
2550120	tower pets	the story the mighty elves have triumphed over the wicked necromancer, banishing his dark magic! to commemorate their glorious victory, they've imprisoned the necromancer's minions and are hosting a grand tournament in the tower. any elf brave enough may enter, using the necromancer’s cursed magic and stolen gold to summon creatures and pit them against each other in battle. do you have what it takes to claim victory and earn the admiration of your fellow elves? the game tower pets is a strategic, turn-based auto-battler where you command a team of monsters. each turn, you’ll receive a stash of coins to summon new pets, upgrade them with powerful gems, or equip them with magical gear. your goal? to build the strongest team and face off against other players’ squads in thrilling, asynchronous multiplayer matches. take your time crafting the perfect strategy - though your opponents are real, the battles happen on your schedule. how to play use your coins wisely! summon unique minions, create devastating synergies, and discover killer combinations. feed gems to your strongest pets to boost their power or arm them with game-changing equipment. if a minion isn’t pulling its weight, sell it to free up resources for your next big play. when your team is ready, you’ll be matched against an opponent who’s at the same stage as you. remember: you’ll lose any unspent coins, so use them all before the next turn’s allowance arrives! winning battles earns you victory points, but losing costs you one of your five hearts. lose all your hearts, and you’re out of the tournament! but if you can outlast your opponents and claim 10 wins, you’ll be crowned the champion of the tower games. discord click the link to the right -&gt; to discus strategy, report bugs, or make suggestions!
1311440	看白海豚的好日子 a perfect day for white dolphin	在這個時代，人們可以透過sc裝置和植物人進行感應。 感應淺者知道自己正在虛擬世界之中；感應深者，則會分不清虛幻與現實。 即使如此，黃芷欣還是決定和植物人弟弟芷樂進行感應，她必須找出芷樂自殺的原因。 遊戲特徵 懸疑驚慄的橫捲冒險遊戲 詭異的解謎要素 廣東話配音
3123460	dine 'n bash	in a world of daunting beasts, brave heroes, and dangerous bandits, someone has to serve up the grub! become the new owner of the belligerent dweller, the most popular tavern stop in the medieval town of thurgon. dash around the tavern to pick up and deliver eager customers their orders as fast as possible. you've only got one set of hands, so make sure you stack your dishes efficiently! but be warned; this town isn't known for its hospitality. your patrons are quick to temper, and quick to violence! angry orcs will hurl axes, sly rogues will toss daggers, and impatient wizards will channel fiery arcane magics. its your job to dodge the projectiles they send your way to deliver tasty meals swiftly, racking up a high score! just like any other restaurant, the belligerent dweller has its regulars! meet sir reginald the knight, qlunk the orc, and other fun characters that will be sure to write you a lengthy review each time you serve them. your job may not be as glorious as others in this fantastical world, but it's harder than it looks! master the pathways you take through the restaurant, optimize the order in which you pick up and deliver dishes, and hone your axe-dodging skills to become the greatest waiter this magical world has ever seen! traditional restaurant grab-and-go style gameplay angry customers that throw projectiles at the waiter streak multipliers that reward flawless performance recurring characters that leave customer reviews this game was developed as a student project at digipen institute of technology and was created for educational purposes only. please check out our publisher page for more information.
1942000	shape puzzle	just updated with the last update i added an endless mode to the game with an infinite amount of puzzles. about the game combine, rotate and move different shapes to solve puzzles. there are 80 different puzzles available at the time of release. with increasing difficulty for several hours of puzzling fun. afterwards you can play the endless mode with an infinite amount of generated puzzles. get to know all field types and face the most complicated puzzles. the game will get some updates with more content customisation options.
679500	campfire cooking	campfire cooking is a puzzle game about relaxing moments in nature, as you prepare meals over a warm fire. discover the joy of cooking on a stick and test your problem-solving skills with some challenging campfire puzzles! the latest creation from layton hawkes is guaranteed to make you feel clever, hungry and eager to book your next woodland escape. solve tricky puzzles with one simple goal; prepare the all the food, cooked to perfection and with a hint of smoke. when each meal is ready it's time to trek to the next campsite. but don't be fooled: these puzzles are no walk in the park, and some of them are a hike up the mountain! a year long trip and a lot of marshmallows to toast. follow a vacation like no other and listen to the campers as they tell stories, laugh at each other’s jokes or moan about the lack of cell phone reception. enjoy the simple moments they share around the fire while waiting for their food to be cooked. twist, rotate and jostle skewers around the fire until each meal is ready to eat. push fondue pots, play with magnets or maybe just use a camping stove if the fire won't light. discover clever ways to solve puzzles at each new locale. once you've visited all the campsites on one trail, why not hike to another? each trail brings you new vistas brimming with color, different foods to cook and fresh fireside stories to hear. take a journey from the deep woodlands to snow-capped peaks, and everywhere in between.
632470	disco elysium - the final cut	new features awards about the game disco elysium - the final cut is the definitive edition of the groundbreaking role playing game. you’re a detective with a unique skill system at your disposal and a whole city block to carve your path across. interrogate unforgettable characters, crack murders, or take bribes. become a hero or an absolute disaster of a human being. full voice acting. all of the city's beautiful people are brought to life with full english voiceover. play characters against each other, try to help them, or fall hopelessly in love as each word is spoken to you with the appropriate accent and emotion. new political vision quests. face the reality of your worldview as your political compass leads you down new paths. discover more citizens, a whole extra area, and monumental sights as you leave an even bigger mark on the world by chasing your dreams. unprecedented freedom of choice​. intimidate, sweet-talk, resort to violence, write poetry, sing karaoke, dance like a beast, or solve the meaning of life. disco elysium - the final cut is the most faithful representation of desktop role playing ever attempted in video games. countless tools for role playing. ​ mix and match from 24 wildly different skills. develop a personal style with over 80 clothing items. wield 14 tools from guns to flashlights to a boombox, or pour yourself a cocktail of 6 different psychoactive substances. develop your character even further with 60 wild ​thoughts ​to think – with the detective's thought cabinet. a revolutionary dialogue system with unforgettable characters. ​the world is alive with real people, not extras. ask probing questions, make insightful observations, or express your wildest desires as you play cop or something completely different. disco elysium's revolutionary dialogue system lets you do almost anything. carve your unique path across the city​. explore, manipulate, collect tare, or become a millionaire in an open world unlike anything you've seen before. the city of revachol is yours for the taking, one small piece at a time. from the streets to the beaches – and beyond. hard boiled, hard core. ​death, sex, taxes, and disco – nothing is off the table. revachol is a real place with real challenges. solve a massive murder investigation, or relax and kick back with sprawling side-cases. the detective decides, the citizens abide.
2488190	梅洛可奇遇	故事梗概 梅洛可是个十二岁小女孩，和自己的爸爸生活在城市里。在小学毕业的这个夏天，梅洛可突然遇到了尤特，自己小时候一起的玩伴。 尤特带来了一封信，一封妈妈写给自己的信，邀请梅洛可来到一个全新的世界——一个充满了“灵”的世界。 梅洛可来到充满“灵”的神秘小岛，和尤特一起，寻找起这个世界的真相，以及妈妈的下落...... 在探索小岛的旅途中，梅洛可发现了一个名为“黄金树”的传说，并发现这个传说和自己的妈妈有关。 同时，隐藏在传说背后的阴谋，也正在逐渐揭开...... 游戏类型 这是一款2d剧情向解谜游戏。 在本游戏中，您将扮演小女孩梅洛可，在灵的世界里冒险、搜集、解谜，揭开这个神秘的世界真正的面目。 游戏风格 轻度交互，轻松自然。 本作品里有大量的小细节与小彩蛋。 建议玩家游玩时佩戴耳机。 简单操作说明 方向键 - 操控角色行走 回车键 - 进行对话/交互 esc - 打开菜单栏 存档
341750	a.v.	a.v. follows the adventure of a sentient music program living in a computer system – a program seeking to learn more about itself and its world. but since our hero was only programmed to understand sound, that’s the only way he can interact with his environment. each sound you generate can be seen as a pulse of light, and it’s this mechanic that serves as your primary tool for navigating a.v.’s open world. to help you along, a set of musical instrument algorithms allow for different types of interaction with the world, letting you open access to new areas. in the midst of this adventure, though, there’s a catch. the computer you inhabit isn’t all that happy with your newfound sense of self-awareness, and has sent a load of antivirus programs into the system to stop you. make too much noise, and you’ll draw their attention. try to stay out of sight well enough to make your escape! a.v.’s presentation is centered around a quirky and engaging sensory experience. the entire world follows a rhythm, and electronic music is coupled with colorful, pulsing lights to place you into a world where sound represents your whole existence. the game’s open-world design encourages you to choose your own path and your own play style – multiple ending sequences await depending on what technique you ultimately choose. so throw on some headphones, join the experience, and dive into the world of a.v. – a world that puts the “rhythm” in “algorithm”. hmm…that doesn’t really work unless you say it, does it? key features: unique sensory experience - 'sound to light' mechanics mixed with outlined visual look provides a unique visual and audio experience. - perfect blend of light and sound. - winner of rpi gamefest 2014 best sensory experience award quirky yet riveting narrative line windows, mac, or linux platforms oculus vr support controller support - relax on the couch as you explore large open levels to explore path dependent endings 7 unique puzzle instruments/tools steam cloud saves &amp; achievements 8 types of anti-virus drones trying to end your exploration assemble musical tracks into a master tune
1398910	jorel’s brother and the most important game of the galaxy - complete edition	new update! the complete edition is now available! you can now enjoy this entire adventure without additional purchases, embark on this intergalactic adventure by controlling jorel's brother! about the game “jorel’s brother and the most important game of the galaxy” is a point-and-click adventure about an eight-year-old boy who lives with his eccentric family in the shadow of jorel, his handsome and popular brother. based on the award-winning brazilian animation “jorel’s brother”, in this game you will be able to step into the yellow boots of none other than jorel’s brother in an interactive story full of comedy, mystery, and twists and turns! it’s like playing a brand-new full-sized episode of a cartoon! when a mysterious video game falls from the sky, the youngest of the family will do anything to play it, even if it takes him to the utmost ends of the galaxy! control jorel’s brother as he faces alien spaceships, authoritarian clowns, bureaucracy, driving tests, and avocado smoothies in this ‘brutal’ point-and-click adventure game with three episodes full of humor and action! experience fun moments as if you were playing a cartoon! talk with more than 30 characters with several different interactions! visit beloved places (and new ones!) of the most watched animated series in latin america: “jorel’s brother”! feel like playing an episode of the cartoon, with the arts and scripts from the same creators of the animated series. play ‘brutal’ minigames on the beach, in outer space and…in the shower?! pick up items! solve puzzles! explore different locations! collect stickers scattered all over the game and complete an album full of images of characters and places from the series. beat the bureaucracy of an extraterrestrial dmv! defeat aliens, dj’s, clowns, and robots! you can use a mouse, a keyboard or a controller. play it as you please!
